"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Pharmaceuticals, Biotechnology & Life Sciences",67686421
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",7916666
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",11059971
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",3570287172
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",111063130
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",3194019135
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",204216583
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",65189093
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",162655813
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",1150806606
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",62584524
"BRX","BELARAROX LIMITED","2022-01-28","Materials",16329006
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",36648352
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",253272548
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",8769427141
"BSN","BASIN ENERGY LIMITED","2022-10-04","Energy",12996752
"BST","BEST & LESS GROUP HOLDINGS LTD","2021-07-26","Retailing",246972852
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",79292011
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",10428315
"BTE","BOTALA ENERGY LTD","2022-07-14","Energy",18385595
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",324880403
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",178400034
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",22404200
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",21557349
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",262975093
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel","N/A"
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",16165000
"BUS","BUBALUS RESOURCES LIMITED","2022-10-13","Materials",6564041
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",21005132
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",9593507
"BVR","BELLAVISTA RESOURCES LTD","2022-05-25","Materials",14034434
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",219793292
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",43178525
"BWP","BWP TRUST","1998-09-16","Real Estate",2537416022
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",48996938
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",16276324499
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products",16641135
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",118953461
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",7031337
"C1X","COSMOS EXPLORATION LIMITED","2021-12-01","Materials",13650000
"C29","C29 METALS LIMITED","2021-11-03","Materials",10332720
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",485909733
"C79","CHRYSOS CORPORATION LIMITED","2022-05-06","Commercial & Professional Services",362290230
"C7A","CLARA RESOURCES AUSTRALIA LTD","2010-10-21","Materials",14216787
"CAA","CAPRAL LIMITED","1986-11-20","Materials",139473085
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",126092889
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",47011653
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",12812621
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",169101690
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",340327212
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",120734556
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",79645547
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",17944657
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",7855753043
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",172060808
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",314440620
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",15034535
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials",60885990
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",11898297
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",183750114012
"CBE","COBRE LIMITED","2020-01-31","Materials",43957252
"CBH","COOLABAH METALS LIMITED","2022-07-28","Materials",4868750
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",15381435
"CBO","COBRAM ESTATE OLIVES LIMITED","2021-08-11","Food, Beverage & Tobacco",592476794
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",31548838
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",5360941
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",30288322
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",23463861
"CCG","COMMS GROUP LTD","2017-12-21","Telecommunication Services",28099041
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",1447101359
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",145252919
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",147473079
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",163961999
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",20792086
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",28144409
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",60875740
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",99399220
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",954755855
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",18749118
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",273959257
"CDO","CADENCE OPPORTUNITIES FUND LIMITED.","2021-11-19","Not Applic",34991108
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",332790220
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",9805901
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",21988846
"CDX","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",46794292
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",87174485
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",183017632
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",5843100920
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",27474629
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods","N/A"
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",20087642
"CGB","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1333248357
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",5143064999
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",13369335
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",346919996
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",6371272271
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",11526087
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",121525404
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",34093361
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2443142289
"CHR","CHARGER METALS NL","2021-07-09","Materials",24535175
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",56505729
"CI1","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",16282336
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",4080653764
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",820714925
"CIO",,"1984-08-16","Technology Hardware & Equipment",
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2088921789
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",35505530
"CKA","COKAL LIMITED","2000-04-17","Materials",197704286
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",942100253
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",4700519
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",31156581
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing","N/A"
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials",15291842
"CLG","CLOSE THE LOOP LTD.","2021-12-02","Commercial & Professional Services",132503334
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",6577055
"CLU","CLUEY LTD","2020-12-09","Consumer Services",48398082
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",212924160
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3347283808
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",166983311
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",7066109
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials",12663280
"CMG","CRITICAL MINERALS GROUP LIMITED","2022-09-27","Materials",9256800
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",1809719735
"CMO","COSMO METALS LIMITED","2022-01-31","Materials",7829050
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",31889331
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",1898678357
"CMX","CHEMX MATERIALS LIMITED","2022-01-18","Materials",14843479
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",146006503
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",1485282235
"CNJ","CONICO LTD","2007-06-18","Materials",20369554
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",23084119
"CNR","CANNON RESOURCES LIMITED","2021-08-12","Materials",42767635
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",3398367051
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",30690211
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",222034518
"COD","CODA MINERALS LTD","2020-10-28","Materials",33007180
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",499990939
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",964699144
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",280244203
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",13552286500
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",161659694
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",23154173538
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",20908363
"COS","COSOL LIMITED","2020-01-24","Software & Services",123966957
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",21939569
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",43094645
"CPM","COOPER METALS LIMITED","2021-11-19","Materials",11270000
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",46458047
"CPO","CULPEO MINERALS LIMITED","2021-09-10","Materials",8526083
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",5803495
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",14380832784
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",46668191
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1287272781
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2330730732
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",7485814
"CR9","CORELLA RESOURCES LTD","2008-01-15","Materials",11902545
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials",6476921
"CRD","CONRAD ASIA ENERGY LTD.","2022-10-27","Energy",199248738
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials","N/A"
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy","N/A"
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",3537317370
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",77926298
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",7913995
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials","N/A"
"CSF","CATALANO SEAFOOD LTD","2022-03-11","Food, Beverage & Tobacco",9214260
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",142793859071
"CSR","CSR LIMITED","1962-03-31","Materials",2494717208
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",100121155
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",22496926
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",34658785
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",7356002
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",2556310783
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",36607172
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",486901151
"CTN","CATALINA RESOURCES LTD","2010-02-18","Materials",11146382
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",17001955
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",58340836
"CTQ","CARETEQ LIMITED","2022-01-10","Health Care Equipment & Services",8402484
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",669073076
"CTV","COLORTV LIMITED","2017-12-14","Media & Entertainment","N/A"
"CU6","CLARITY PHARMACEUTICALS LTD","2021-08-25","Pharmaceuticals, Biotechnology & Life Sciences",212923263
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",46075902
"CUF","CUFE LTD","2005-10-13","Materials",22220584
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",7564364
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",76529115
"CUS","COPPER SEARCH LIMITED","2021-09-15","Materials",23898303
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",1371136880
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",233648188
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",313181840
"CVN","CARNARVON ENERGY LIMITED","1984-08-16","Energy",270028036
"CVR","CAVALIER RESOURCES LIMITED","2022-06-17","Materials",6024452
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",114884250
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",330519324
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",378165710
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",23618096
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",6099240329
"CXL","CALIX LIMITED","2018-07-20","Materials",960974245
"CXM","CENTREX LIMITED","2006-07-19","Materials",88754299
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",2070171139
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",6520976
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials","N/A"
"CXZ","CONNEXION TELEMATICS LTD","1974-01-01","Software & Services",9435661
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",80904653
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",130275356
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",97897230
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",131931238
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",98576771
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",44415744
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",2780133
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",9647156
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",15258264
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",52712974
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",198304141
"DAF","DISCOVERY ALASKA LIMITED","2011-09-22","Materials",5830102
"DAL","DALAROO METALS LTD","2021-09-28","Materials",4590000
"DBF","DUXTON FARMS LTD","2018-02-08","Food, Beverage & Tobacco",67830566
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",1249319401
"DBO","DIABLO RESOURCES LIMITED","2021-10-12","Materials",5140500
"DC2","DC TWO LIMITED","2020-11-10","Software & Services",4398805
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",32057319
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",32665965
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials",30049622
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",139932108
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",11558988
"DDB","DYNAMIC GROUP HOLDINGS LIMITED","2020-08-06","Capital Goods",43729710
"DDH","DDH1 LIMITED","2021-03-09","Materials",375561900
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",2000816865
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",7463217
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",2427614553
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",16179069
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",36660950
"DES","DESOTO RESOURCES LIMITED","2022-12-16","Materials",15566250
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",114941358
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials","N/A"
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",38864491
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",413121247
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",58446835
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",1964453746
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",776882215
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",41510678
"DLM","DOMINION MINERALS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences",10389123
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",4092839
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",13401599
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing","N/A"
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",70512827
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials",4341388
"DMM","DMC MINING LIMITED.","2021-12-22","Materials",5098500
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",6490218302
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",66711027
"DNK","DANAKALI LIMITED","2003-10-17","Materials",154700425
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",24204962
"DOR","DORIEMUS PLC","2017-09-29","Energy","N/A"
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",12770366
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",2619137348
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",92497847
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",290434453
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",171395954
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2579205436
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",89514219
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",148326800
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",124535730
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",30923567
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",7625374
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",1114660117
"DTM","DART MINING NL","2007-05-10","Materials",8559131
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",20346643
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",114719741
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",138406526
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",80323902
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1099030106
"DUN","DUNDAS MINERALS LIMITED","2021-11-10","Materials",12055559
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",165717389
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",5682075
"DVP","DEVELOP GLOBAL LIMITED","2007-04-27","Materials",585502991
"DVR","DIVERGER LIMITED","2005-08-02","Diversified Financials",37674103
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",46526682
"DXC","DEXUS CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",387095942
"DXI","DEXUS INDUSTRIA REIT.","2013-12-03","Real Estate",989882437
"DXN","DXN LIMITED","2018-04-11","Software & Services",7745917
"DXS","DEXUS","2004-10-06","Real Estate",8647544578
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",613992452
"DYM","DYNAMIC METALS LIMITED","2023-01-16","Materials",9062225
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",176187350
"E2M","E2 METALS LIMITED","2017-04-19","Materials",30865510
"E33","EAST 33 LIMITED..","2021-07-29","Food, Beverage & Tobacco",21282637
"E79","E79 GOLD MINES LIMITED","2021-10-07","Materials",7920090
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",105542852
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",2321020
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",50867562
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",7896357634
"EBR","EBR SYSTEMS INC.","2021-11-24","Health Care Equipment & Services",147466874
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",295980190
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",8613500
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",66687279
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",20539779
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",27668267
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services",18878768
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",573540472
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",38737306
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",14657135
"EDU","EDU HOLDINGS LIMITED","2004-06-25","Consumer Services",28912528
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",11587640710
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",162355441
"EEL","ENRG ELEMENTS LTD","2011-07-01","Materials",26912054
"EFE","EASTERN RESOURCES LIMITED","2008-05-16","Materials",19980544
"EFENC","EASTERN RESOURCES LIMITED","2008-05-16","Materials",19980544
"EG1","EVERGREEN LITHIUM LIMITED",,"Class Pend",0
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",282797141
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",132165642
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",64533791
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",145199118
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",92318359
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",14702862
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",521889289
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",397037000
"EIQ","ECHOIQ LIMITED","2010-12-17","Software & Services",72806700
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",111575765
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",1561636209
"ELE","ELMORE LTD","1998-02-25","Materials",23789525
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",479143330
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",51108658
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",59673206
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",77604097
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",21578570
"EMC","EVEREST METALS CORPORATION LTD","2006-10-18","Energy",10536878
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",46535890
"EME","ENERGY METALS LTD","2005-09-09","Energy",30404080
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",125050570
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",241219763
"EMN","EURO MANGANESE INC","2018-10-02","Materials",130790449
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",5646112
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",834290381
"EMS","EASTERN METALS LIMITED","2021-10-25","Materials",4670821
"EMT","EMETALS LIMITED","2010-10-26","Not Applic",9350000
"EMU","EMU NL","2008-02-27","Materials",4810877
"EMUCA","EMU NL","2008-02-27","Materials",4810877
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",136730797
"ENA","ENSURANCE LTD","2011-09-23","Insurance",22076935
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",210145963
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",58661754
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",6345726
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",5863940
"ENX","ENEGEX LIMITED","2013-10-08","Materials",6756641
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",82065419
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",132920369
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",114728124
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",111709642
